Consumption (kwh), Estimated Cost (p), Start, End
0.112000, 2.42, 2024-09-01T22:00:00+01:00, 2024-09-01T22:30:00+01:00
0.071000, 1.54, 2024-09-01T22:30:00+01:00, 2024-09-01T23:00:00+01:00
0.064000, 1.39, 2024-09-01T23:00:00+01:00, 2024-09-01T23:30:00+01:00
0.047000, 1.02, 2024-09-01T23:30:00+01:00, 2024-09-02T00:00:00+01:00
0.064000, 1.39, 2024-09-02T00:00:00+01:00, 2024-09-02T00:30:00+01:00
0.047000, 1.02, 2024-09-02T00:30:00+01:00, 2024-09-02T01:00:00+01:00
0.056000, 1.21, 2024-09-02T01:00:00+01:00, 2024-09-02T01:30:00+01:00
0.054000, 1.17, 2024-09-02T01:30:00+01:00, 2024-09-02T02:00:00+01:00
0.049000, 1.06, 2024-09-02T02:00:00+01:00, 2024-09-02T02:30:00+01:00
0.061000, 1.32, 2024-09-02T02:30:00+01:00, 2024-09-02T03:00:00+01:00
0.047000, 1.02, 2024-09-02T03:00:00+01:00, 2024-09-02T03:30:00+01:00
0.063000, 1.36, 2024-09-02T03:30:00+01:00, 2024-09-02T04:00:00+01:00
0.047000, 1.02, 2024-09-02T04:00:00+01:00, 2024-09-02T04:30:00+01:00
0.063000, 1.36, 2024-09-02T04:30:00+01:00, 2024-09-02T05:00:00+01:00
0.047000, 1.02, 2024-09-02T05:00:00+01:00, 2024-09-02T05:30:00+01:00
0.059000, 1.28, 2024-09-02T05:30:00+01:00, 2024-09-02T06:00:00+01:00
0.050000, 1.08, 2024-09-02T06:00:00+01:00, 2024-09-02T06:30:00+01:00
0.053000, 1.15, 2024-09-02T06:30:00+01:00, 2024-09-02T07:00:00+01:00
0.055000, 1.19, 2024-09-02T07:00:00+01:00, 2024-09-02T07:30:00+01:00
0.037000, 0.80, 2024-09-02T07:30:00+01:00, 2024-09-02T08:00:00+01:00
0.042000, 0.91, 2024-09-02T08:00:00+01:00, 2024-09-02T08:30:00+01:00
0.334000, 7.23, 2024-09-02T08:30:00+01:00, 2024-09-02T09:00:00+01:00
0.085000, 1.84, 2024-09-02T09:00:00+01:00, 2024-09-02T09:30:00+01:00
0.026000, 0.56, 2024-09-02T09:30:00+01:00, 2024-09-02T10:00:00+01:00
0.022000, 0.48, 2024-09-02T10:00:00+01:00, 2024-09-02T10:30:00+01:00
0.018000, 0.39, 2024-09-02T10:30:00+01:00, 2024-09-02T11:00:00+01:00
0.013000, 0.28, 2024-09-02T11:00:00+01:00, 2024-09-02T11:30:00+01:00
0.020000, 0.43, 2024-09-02T11:30:00+01:00, 2024-09-02T12:00:00+01:00
0.023000, 0.50, 2024-09-02T12:00:00+01:00, 2024-09-02T12:30:00+01:00
0.024000, 0.52, 2024-09-02T12:30:00+01:00, 2024-09-02T13:00:00+01:00
0.010000, 0.22, 2024-09-02T13:00:00+01:00, 2024-09-02T13:30:00+01:00
0.018000, 0.39, 2024-09-02T13:30:00+01:00, 2024-09-02T14:00:00+01:00
0.023000, 0.50, 2024-09-02T14:00:00+01:00, 2024-09-02T14:30:00+01:00
0.021000, 0.45, 2024-09-02T14:30:00+01:00, 2024-09-02T15:00:00+01:00
0.008000, 0.17, 2024-09-02T15:00:00+01:00, 2024-09-02T15:30:00+01:00
0.024000, 0.52, 2024-09-02T15:30:00+01:00, 2024-09-02T16:00:00+01:00
0.022000, 0.48, 2024-09-02T16:00:00+01:00, 2024-09-02T16:30:00+01:00
0.007000, 0.15, 2024-09-02T16:30:00+01:00, 2024-09-02T17:00:00+01:00
0.024000, 0.52, 2024-09-02T17:00:00+01:00, 2024-09-02T17:30:00+01:00
0.017000, 0.37, 2024-09-02T17:30:00+01:00, 2024-09-02T18:00:00+01:00
0.016000, 0.35, 2024-09-02T18:00:00+01:00, 2024-09-02T18:30:00+01:00
0.041000, 0.89, 2024-09-02T18:30:00+01:00, 2024-09-02T19:00:00+01:00
0.023000, 0.50, 2024-09-02T19:00:00+01:00, 2024-09-02T19:30:00+01:00
0.034000, 0.74, 2024-09-02T19:30:00+01:00, 2024-09-02T20:00:00+01:00
0.404000, 8.75, 2024-09-02T20:00:00+01:00, 2024-09-02T20:30:00+01:00
0.082000, 1.78, 2024-09-02T20:30:00+01:00, 2024-09-02T21:00:00+01:00
0.098000, 2.12, 2024-09-02T21:00:00+01:00, 2024-09-02T21:30:00+01:00
0.067000, 1.45, 2024-09-02T21:30:00+01:00, 2024-09-02T22:00:00+01:00
0.049000, 1.06, 2024-09-02T22:00:00+01:00, 2024-09-02T22:30:00+01:00
0.076000, 1.65, 2024-09-02T22:30:00+01:00, 2024-09-02T23:00:00+01:00
0.059000, 1.28, 2024-09-02T23:00:00+01:00, 2024-09-02T23:30:00+01:00
0.029000, 0.63, 2024-09-02T23:30:00+01:00, 2024-09-03T00:00:00+01:00
0.029000, 0.63, 2024-09-03T00:00:00+01:00, 2024-09-03T00:30:00+01:00
0.009000, 0.19, 2024-09-03T00:30:00+01:00, 2024-09-03T01:00:00+01:00
0.026000, 0.56, 2024-09-03T01:00:00+01:00, 2024-09-03T01:30:00+01:00
0.019000, 0.41, 2024-09-03T01:30:00+01:00, 2024-09-03T02:00:00+01:00
0.012000, 0.26, 2024-09-03T02:00:00+01:00, 2024-09-03T02:30:00+01:00
0.025000, 0.54, 2024-09-03T02:30:00+01:00, 2024-09-03T03:00:00+01:00
0.007000, 0.15, 2024-09-03T03:00:00+01:00, 2024-09-03T03:30:00+01:00
0.025000, 0.54, 2024-09-03T03:30:00+01:00, 2024-09-03T04:00:00+01:00
0.017000, 0.37, 2024-09-03T04:00:00+01:00, 2024-09-03T04:30:00+01:00
0.015000, 0.32, 2024-09-03T04:30:00+01:00, 2024-09-03T05:00:00+01:00
0.024000, 0.52, 2024-09-03T05:00:00+01:00, 2024-09-03T05:30:00+01:00
0.007000, 0.15, 2024-09-03T05:30:00+01:00, 2024-09-03T06:00:00+01:00
0.025000, 0.54, 2024-09-03T06:00:00+01:00, 2024-09-03T06:30:00+01:00
0.007000, 0.15, 2024-09-03T06:30:00+01:00, 2024-09-03T07:00:00+01:00
0.026000, 0.56, 2024-09-03T07:00:00+01:00, 2024-09-03T07:30:00+01:00
0.014000, 0.30, 2024-09-03T07:30:00+01:00, 2024-09-03T08:00:00+01:00
0.115000, 2.49, 2024-09-03T08:00:00+01:00, 2024-09-03T08:30:00+01:00
0.026000, 0.56, 2024-09-03T08:30:00+01:00, 2024-09-03T09:00:00+01:00
0.212000, 4.59, 2024-09-03T09:00:00+01:00, 2024-09-03T09:30:00+01:00
0.035000, 0.76, 2024-09-03T09:30:00+01:00, 2024-09-03T10:00:00+01:00
0.034000, 0.74, 2024-09-03T10:00:00+01:00, 2024-09-03T10:30:00+01:00
0.022000, 0.48, 2024-09-03T10:30:00+01:00, 2024-09-03T11:00:00+01:00
0.006000, 0.13, 2024-09-03T11:00:00+01:00, 2024-09-03T11:30:00+01:00
0.023000, 0.50, 2024-09-03T11:30:00+01:00, 2024-09-03T12:00:00+01:00
0.014000, 0.30, 2024-09-03T12:00:00+01:00, 2024-09-03T12:30:00+01:00
0.015000, 0.32, 2024-09-03T12:30:00+01:00, 2024-09-03T13:00:00+01:00
0.024000, 0.52, 2024-09-03T13:00:00+01:00, 2024-09-03T13:30:00+01:00
0.006000, 0.13, 2024-09-03T13:30:00+01:00, 2024-09-03T14:00:00+01:00
0.024000, 0.52, 2024-09-03T14:00:00+01:00, 2024-09-03T14:30:00+01:00
0.006000, 0.13, 2024-09-03T14:30:00+01:00, 2024-09-03T15:00:00+01:00
0.024000, 0.52, 2024-09-03T15:00:00+01:00, 2024-09-03T15:30:00+01:00
0.016000, 0.35, 2024-09-03T15:30:00+01:00, 2024-09-03T16:00:00+01:00
0.014000, 0.30, 2024-09-03T16:00:00+01:00, 2024-09-03T16:30:00+01:00
0.027000, 0.58, 2024-09-03T16:30:00+01:00, 2024-09-03T17:00:00+01:00
0.006000, 0.13, 2024-09-03T17:00:00+01:00, 2024-09-03T17:30:00+01:00
0.024000, 0.52, 2024-09-03T17:30:00+01:00, 2024-09-03T18:00:00+01:00
0.012000, 0.26, 2024-09-03T18:00:00+01:00, 2024-09-03T18:30:00+01:00
0.023000, 0.50, 2024-09-03T18:30:00+01:00, 2024-09-03T19:00:00+01:00
0.130000, 2.81, 2024-09-03T19:00:00+01:00, 2024-09-03T19:30:00+01:00
0.043000, 0.93, 2024-09-03T19:30:00+01:00, 2024-09-03T20:00:00+01:00
0.045000, 0.97, 2024-09-03T20:00:00+01:00, 2024-09-03T20:30:00+01:00
0.187000, 4.05, 2024-09-03T20:30:00+01:00, 2024-09-03T21:00:00+01:00
0.041000, 0.89, 2024-09-03T21:00:00+01:00, 2024-09-03T21:30:00+01:00
0.041000, 0.89, 2024-09-03T21:30:00+01:00, 2024-09-03T22:00:00+01:00
0.070000, 1.52, 2024-09-03T22:00:00+01:00, 2024-09-03T22:30:00+01:00
0.051000, 1.10, 2024-09-03T22:30:00+01:00, 2024-09-03T23:00:00+01:00
0.040000, 0.87, 2024-09-03T23:00:00+01:00, 2024-09-03T23:30:00+01:00
0.028000, 0.61, 2024-09-03T23:30:00+01:00, 2024-09-04T00:00:00+01:00
0.012000, 0.26, 2024-09-04T00:00:00+01:00, 2024-09-04T00:30:00+01:00
0.029000, 0.63, 2024-09-04T00:30:00+01:00, 2024-09-04T01:00:00+01:00
0.009000, 0.19, 2024-09-04T01:00:00+01:00, 2024-09-04T01:30:00+01:00
0.024000, 0.52, 2024-09-04T01:30:00+01:00, 2024-09-04T02:00:00+01:00
0.022000, 0.48, 2024-09-04T02:00:00+01:00, 2024-09-04T02:30:00+01:00
0.009000, 0.19, 2024-09-04T02:30:00+01:00, 2024-09-04T03:00:00+01:00
0.025000, 0.54, 2024-09-04T03:00:00+01:00, 2024-09-04T03:30:00+01:00
0.006000, 0.13, 2024-09-04T03:30:00+01:00, 2024-09-04T04:00:00+01:00
0.025000, 0.54, 2024-09-04T04:00:00+01:00, 2024-09-04T04:30:00+01:00
0.016000, 0.35, 2024-09-04T04:30:00+01:00, 2024-09-04T05:00:00+01:00
0.015000, 0.32, 2024-09-04T05:00:00+01:00, 2024-09-04T05:30:00+01:00
0.025000, 0.54, 2024-09-04T05:30:00+01:00, 2024-09-04T06:00:00+01:00
0.006000, 0.13, 2024-09-04T06:00:00+01:00, 2024-09-04T06:30:00+01:00
0.025000, 0.54, 2024-09-04T06:30:00+01:00, 2024-09-04T07:00:00+01:00
0.007000, 0.15, 2024-09-04T07:00:00+01:00, 2024-09-04T07:30:00+01:00
0.025000, 0.54, 2024-09-04T07:30:00+01:00, 2024-09-04T08:00:00+01:00
0.013000, 0.28, 2024-09-04T08:00:00+01:00, 2024-09-04T08:30:00+01:00
0.018000, 0.39, 2024-09-04T08:30:00+01:00, 2024-09-04T09:00:00+01:00
0.154000, 3.33, 2024-09-04T09:00:00+01:00, 2024-09-04T09:30:00+01:00
0.159000, 3.44, 2024-09-04T09:30:00+01:00, 2024-09-04T10:00:00+01:00
0.063000, 1.36, 2024-09-04T10:00:00+01:00, 2024-09-04T10:30:00+01:00
0.006000, 0.13, 2024-09-04T10:30:00+01:00, 2024-09-04T11:00:00+01:00
0.199000, 4.31, 2024-09-04T11:00:00+01:00, 2024-09-04T11:30:00+01:00
0.013000, 0.28, 2024-09-04T11:30:00+01:00, 2024-09-04T12:00:00+01:00
0.017000, 0.37, 2024-09-04T12:00:00+01:00, 2024-09-04T12:30:00+01:00
0.029000, 0.63, 2024-09-04T12:30:00+01:00, 2024-09-04T13:00:00+01:00
0.199000, 4.31, 2024-09-04T13:00:00+01:00, 2024-09-04T13:30:00+01:00
0.027000, 0.58, 2024-09-04T13:30:00+01:00, 2024-09-04T14:00:00+01:00
0.018000, 0.39, 2024-09-04T14:00:00+01:00, 2024-09-04T14:30:00+01:00
0.013000, 0.28, 2024-09-04T14:30:00+01:00, 2024-09-04T15:00:00+01:00
0.025000, 0.54, 2024-09-04T15:00:00+01:00, 2024-09-04T15:30:00+01:00
0.007000, 0.15, 2024-09-04T15:30:00+01:00, 2024-09-04T16:00:00+01:00
0.155000, 3.36, 2024-09-04T16:00:00+01:00, 2024-09-04T16:30:00+01:00
0.006000, 0.13, 2024-09-04T16:30:00+01:00, 2024-09-04T17:00:00+01:00
0.024000, 0.52, 2024-09-04T17:00:00+01:00, 2024-09-04T17:30:00+01:00
0.014000, 0.30, 2024-09-04T17:30:00+01:00, 2024-09-04T18:00:00+01:00
0.029000, 0.63, 2024-09-04T18:00:00+01:00, 2024-09-04T18:30:00+01:00
0.199000, 4.31, 2024-09-04T18:30:00+01:00, 2024-09-04T19:00:00+01:00
0.112000, 2.42, 2024-09-04T19:00:00+01:00, 2024-09-04T19:30:00+01:00
0.053000, 1.15, 2024-09-04T19:30:00+01:00, 2024-09-04T20:00:00+01:00
0.247000, 5.35, 2024-09-04T20:00:00+01:00, 2024-09-04T20:30:00+01:00
0.044000, 0.95, 2024-09-04T20:30:00+01:00, 2024-09-04T21:00:00+01:00
0.052000, 1.13, 2024-09-04T21:00:00+01:00, 2024-09-04T21:30:00+01:00
0.030000, 0.65, 2024-09-04T21:30:00+01:00, 2024-09-04T22:00:00+01:00
0.049000, 1.06, 2024-09-04T22:00:00+01:00, 2024-09-04T22:30:00+01:00
0.068000, 1.47, 2024-09-04T22:30:00+01:00, 2024-09-04T23:00:00+01:00
0.039000, 0.84, 2024-09-04T23:00:00+01:00, 2024-09-04T23:30:00+01:00
0.028000, 0.61, 2024-09-04T23:30:00+01:00, 2024-09-05T00:00:00+01:00
0.013000, 0.28, 2024-09-05T00:00:00+01:00, 2024-09-05T00:30:00+01:00
0.027000, 0.58, 2024-09-05T00:30:00+01:00, 2024-09-05T01:00:00+01:00
0.022000, 0.48, 2024-09-05T01:00:00+01:00, 2024-09-05T01:30:00+01:00
0.013000, 0.28, 2024-09-05T01:30:00+01:00, 2024-09-05T02:00:00+01:00
0.025000, 0.54, 2024-09-05T02:00:00+01:00, 2024-09-05T02:30:00+01:00
0.008000, 0.17, 2024-09-05T02:30:00+01:00, 2024-09-05T03:00:00+01:00
0.025000, 0.54, 2024-09-05T03:00:00+01:00, 2024-09-05T03:30:00+01:00
0.008000, 0.17, 2024-09-05T03:30:00+01:00, 2024-09-05T04:00:00+01:00
0.025000, 0.54, 2024-09-05T04:00:00+01:00, 2024-09-05T04:30:00+01:00
0.008000, 0.17, 2024-09-05T04:30:00+01:00, 2024-09-05T05:00:00+01:00
0.024000, 0.52, 2024-09-05T05:00:00+01:00, 2024-09-05T05:30:00+01:00
0.014000, 0.30, 2024-09-05T05:30:00+01:00, 2024-09-05T06:00:00+01:00
0.017000, 0.37, 2024-09-05T06:00:00+01:00, 2024-09-05T06:30:00+01:00
0.020000, 0.43, 2024-09-05T06:30:00+01:00, 2024-09-05T07:00:00+01:00
0.171000, 3.70, 2024-09-05T07:00:00+01:00, 2024-09-05T07:30:00+01:00
0.034000, 0.74, 2024-09-05T07:30:00+01:00, 2024-09-05T08:00:00+01:00
0.136000, 2.94, 2024-09-05T08:00:00+01:00, 2024-09-05T08:30:00+01:00
0.079000, 1.71, 2024-09-05T08:30:00+01:00, 2024-09-05T09:00:00+01:00
0.031000, 0.67, 2024-09-05T09:00:00+01:00, 2024-09-05T09:30:00+01:00
0.022000, 0.48, 2024-09-05T09:30:00+01:00, 2024-09-05T10:00:00+01:00
0.023000, 0.50, 2024-09-05T10:00:00+01:00, 2024-09-05T10:30:00+01:00
0.013000, 0.28, 2024-09-05T10:30:00+01:00, 2024-09-05T11:00:00+01:00
0.027000, 0.58, 2024-09-05T11:00:00+01:00, 2024-09-05T11:30:00+01:00
0.006000, 0.13, 2024-09-05T11:30:00+01:00, 2024-09-05T12:00:00+01:00
0.024000, 0.52, 2024-09-05T12:00:00+01:00, 2024-09-05T12:30:00+01:00
0.006000, 0.13, 2024-09-05T12:30:00+01:00, 2024-09-05T13:00:00+01:00
0.024000, 0.52, 2024-09-05T13:00:00+01:00, 2024-09-05T13:30:00+01:00
0.006000, 0.13, 2024-09-05T13:30:00+01:00, 2024-09-05T14:00:00+01:00
0.024000, 0.52, 2024-09-05T14:00:00+01:00, 2024-09-05T14:30:00+01:00
0.012000, 0.26, 2024-09-05T14:30:00+01:00, 2024-09-05T15:00:00+01:00
0.018000, 0.39, 2024-09-05T15:00:00+01:00, 2024-09-05T15:30:00+01:00
0.019000, 0.41, 2024-09-05T15:30:00+01:00, 2024-09-05T16:00:00+01:00
0.095000, 2.06, 2024-09-05T16:00:00+01:00, 2024-09-05T16:30:00+01:00
0.029000, 0.63, 2024-09-05T16:30:00+01:00, 2024-09-05T17:00:00+01:00
0.010000, 0.22, 2024-09-05T17:00:00+01:00, 2024-09-05T17:30:00+01:00
0.028000, 0.61, 2024-09-05T17:30:00+01:00, 2024-09-05T18:00:00+01:00
0.131000, 2.84, 2024-09-05T18:00:00+01:00, 2024-09-05T18:30:00+01:00
0.028000, 0.61, 2024-09-05T18:30:00+01:00, 2024-09-05T19:00:00+01:00
0.029000, 0.63, 2024-09-05T19:00:00+01:00, 2024-09-05T19:30:00+01:00
0.032000, 0.69, 2024-09-05T19:30:00+01:00, 2024-09-05T20:00:00+01:00
0.037000, 0.80, 2024-09-05T20:00:00+01:00, 2024-09-05T20:30:00+01:00
0.023000, 0.50, 2024-09-05T20:30:00+01:00, 2024-09-05T21:00:00+01:00
0.051000, 1.10, 2024-09-05T21:00:00+01:00, 2024-09-05T21:30:00+01:00
0.114000, 2.47, 2024-09-05T21:30:00+01:00, 2024-09-05T22:00:00+01:00
0.054000, 1.17, 2024-09-05T22:00:00+01:00, 2024-09-05T22:30:00+01:00
0.043000, 0.93, 2024-09-05T22:30:00+01:00, 2024-09-05T23:00:00+01:00
0.036000, 0.78, 2024-09-05T23:00:00+01:00, 2024-09-05T23:30:00+01:00
0.022000, 0.48, 2024-09-05T23:30:00+01:00, 2024-09-06T00:00:00+01:00
0.018000, 0.39, 2024-09-06T00:00:00+01:00, 2024-09-06T00:30:00+01:00
0.029000, 0.63, 2024-09-06T00:30:00+01:00, 2024-09-06T01:00:00+01:00
0.008000, 0.17, 2024-09-06T01:00:00+01:00, 2024-09-06T01:30:00+01:00
0.026000, 0.56, 2024-09-06T01:30:00+01:00, 2024-09-06T02:00:00+01:00
0.007000, 0.15, 2024-09-06T02:00:00+01:00, 2024-09-06T02:30:00+01:00
0.026000, 0.56, 2024-09-06T02:30:00+01:00, 2024-09-06T03:00:00+01:00
0.007000, 0.15, 2024-09-06T03:00:00+01:00, 2024-09-06T03:30:00+01:00
0.026000, 0.56, 2024-09-06T03:30:00+01:00, 2024-09-06T04:00:00+01:00
0.009000, 0.19, 2024-09-06T04:00:00+01:00, 2024-09-06T04:30:00+01:00
0.023000, 0.50, 2024-09-06T04:30:00+01:00, 2024-09-06T05:00:00+01:00
0.015000, 0.32, 2024-09-06T05:00:00+01:00, 2024-09-06T05:30:00+01:00
0.017000, 0.37, 2024-09-06T05:30:00+01:00, 2024-09-06T06:00:00+01:00
0.020000, 0.43, 2024-09-06T06:00:00+01:00, 2024-09-06T06:30:00+01:00
0.011000, 0.24, 2024-09-06T06:30:00+01:00, 2024-09-06T07:00:00+01:00
0.026000, 0.56, 2024-09-06T07:00:00+01:00, 2024-09-06T07:30:00+01:00
0.007000, 0.15, 2024-09-06T07:30:00+01:00, 2024-09-06T08:00:00+01:00
0.026000, 0.56, 2024-09-06T08:00:00+01:00, 2024-09-06T08:30:00+01:00
0.246000, 5.33, 2024-09-06T08:30:00+01:00, 2024-09-06T09:00:00+01:00
0.025000, 0.54, 2024-09-06T09:00:00+01:00, 2024-09-06T09:30:00+01:00
0.042000, 0.91, 2024-09-06T09:30:00+01:00, 2024-09-06T10:00:00+01:00
0.329000, 7.12, 2024-09-06T10:00:00+01:00, 2024-09-06T10:30:00+01:00
0.006000, 0.13, 2024-09-06T10:30:00+01:00, 2024-09-06T11:00:00+01:00
0.005000, 0.11, 2024-09-06T11:00:00+01:00, 2024-09-06T11:30:00+01:00
0.004000, 0.09, 2024-09-06T11:30:00+01:00, 2024-09-06T12:00:00+01:00
0.005000, 0.11, 2024-09-06T12:00:00+01:00, 2024-09-06T12:30:00+01:00
0.005000, 0.11, 2024-09-06T12:30:00+01:00, 2024-09-06T13:00:00+01:00
0.004000, 0.09, 2024-09-06T13:00:00+01:00, 2024-09-06T13:30:00+01:00
0.005000, 0.11, 2024-09-06T13:30:00+01:00, 2024-09-06T14:00:00+01:00
0.004000, 0.09, 2024-09-06T14:00:00+01:00, 2024-09-06T14:30:00+01:00
0.005000, 0.11, 2024-09-06T14:30:00+01:00, 2024-09-06T15:00:00+01:00
0.004000, 0.09, 2024-09-06T15:00:00+01:00, 2024-09-06T15:30:00+01:00
0.005000, 0.11, 2024-09-06T15:30:00+01:00, 2024-09-06T16:00:00+01:00
0.004000, 0.09, 2024-09-06T16:00:00+01:00, 2024-09-06T16:30:00+01:00
0.005000, 0.11, 2024-09-06T16:30:00+01:00, 2024-09-06T17:00:00+01:00
0.004000, 0.09, 2024-09-06T17:00:00+01:00, 2024-09-06T17:30:00+01:00
0.005000, 0.11, 2024-09-06T17:30:00+01:00, 2024-09-06T18:00:00+01:00
0.004000, 0.09, 2024-09-06T18:00:00+01:00, 2024-09-06T18:30:00+01:00
0.005000, 0.11, 2024-09-06T18:30:00+01:00, 2024-09-06T19:00:00+01:00
0.005000, 0.11, 2024-09-06T19:00:00+01:00, 2024-09-06T19:30:00+01:00
0.004000, 0.09, 2024-09-06T19:30:00+01:00, 2024-09-06T20:00:00+01:00
0.005000, 0.11, 2024-09-06T20:00:00+01:00, 2024-09-06T20:30:00+01:00
0.004000, 0.09, 2024-09-06T20:30:00+01:00, 2024-09-06T21:00:00+01:00
0.005000, 0.11, 2024-09-06T21:00:00+01:00, 2024-09-06T21:30:00+01:00
0.004000, 0.09, 2024-09-06T21:30:00+01:00, 2024-09-06T22:00:00+01:00
0.005000, 0.11, 2024-09-06T22:00:00+01:00, 2024-09-06T22:30:00+01:00
0.004000, 0.09, 2024-09-06T22:30:00+01:00, 2024-09-06T23:00:00+01:00
0.005000, 0.11, 2024-09-06T23:00:00+01:00, 2024-09-06T23:30:00+01:00
0.004000, 0.09, 2024-09-06T23:30:00+01:00, 2024-09-07T00:00:00+01:00
0.005000, 0.11, 2024-09-07T00:00:00+01:00, 2024-09-07T00:30:00+01:00
0.004000, 0.09, 2024-09-07T00:30:00+01:00, 2024-09-07T01:00:00+01:00
0.005000, 0.11, 2024-09-07T01:00:00+01:00, 2024-09-07T01:30:00+01:00
0.004000, 0.09, 2024-09-07T01:30:00+01:00, 2024-09-07T02:00:00+01:00
0.005000, 0.11, 2024-09-07T02:00:00+01:00, 2024-09-07T02:30:00+01:00
0.004000, 0.09, 2024-09-07T02:30:00+01:00, 2024-09-07T03:00:00+01:00
0.005000, 0.11, 2024-09-07T03:00:00+01:00, 2024-09-07T03:30:00+01:00
0.005000, 0.11, 2024-09-07T03:30:00+01:00, 2024-09-07T04:00:00+01:00
0.004000, 0.09, 2024-09-07T04:00:00+01:00, 2024-09-07T04:30:00+01:00
0.005000, 0.11, 2024-09-07T04:30:00+01:00, 2024-09-07T05:00:00+01:00
0.004000, 0.09, 2024-09-07T05:00:00+01:00, 2024-09-07T05:30:00+01:00
0.005000, 0.11, 2024-09-07T05:30:00+01:00, 2024-09-07T06:00:00+01:00
0.004000, 0.09, 2024-09-07T06:00:00+01:00, 2024-09-07T06:30:00+01:00
0.005000, 0.11, 2024-09-07T06:30:00+01:00, 2024-09-07T07:00:00+01:00
0.004000, 0.09, 2024-09-07T07:00:00+01:00, 2024-09-07T07:30:00+01:00
0.005000, 0.11, 2024-09-07T07:30:00+01:00, 2024-09-07T08:00:00+01:00
0.004000, 0.09, 2024-09-07T08:00:00+01:00, 2024-09-07T08:30:00+01:00
0.005000, 0.11, 2024-09-07T08:30:00+01:00, 2024-09-07T09:00:00+01:00
0.004000, 0.09, 2024-09-07T09:00:00+01:00, 2024-09-07T09:30:00+01:00
0.005000, 0.11, 2024-09-07T09:30:00+01:00, 2024-09-07T10:00:00+01:00
0.005000, 0.11, 2024-09-07T10:00:00+01:00, 2024-09-07T10:30:00+01:00
0.004000, 0.09, 2024-09-07T10:30:00+01:00, 2024-09-07T11:00:00+01:00
0.005000, 0.11, 2024-09-07T11:00:00+01:00, 2024-09-07T11:30:00+01:00
0.004000, 0.09, 2024-09-07T11:30:00+01:00, 2024-09-07T12:00:00+01:00
0.034000, 0.74, 2024-09-07T12:00:00+01:00, 2024-09-07T12:30:00+01:00
0.067000, 1.45, 2024-09-07T12:30:00+01:00, 2024-09-07T13:00:00+01:00
0.052000, 1.13, 2024-09-07T13:00:00+01:00, 2024-09-07T13:30:00+01:00
0.049000, 1.06, 2024-09-07T13:30:00+01:00, 2024-09-07T14:00:00+01:00
0.029000, 0.63, 2024-09-07T14:00:00+01:00, 2024-09-07T14:30:00+01:00
0.129000, 2.79, 2024-09-07T14:30:00+01:00, 2024-09-07T15:00:00+01:00
0.059000, 1.28, 2024-09-07T15:00:00+01:00, 2024-09-07T15:30:00+01:00
0.231000, 5.00, 2024-09-07T15:30:00+01:00, 2024-09-07T16:00:00+01:00
0.755000, 16.34, 2024-09-07T16:00:00+01:00, 2024-09-07T16:30:00+01:00
0.814000, 17.62, 2024-09-07T16:30:00+01:00, 2024-09-07T17:00:00+01:00
0.776000, 16.80, 2024-09-07T17:00:00+01:00, 2024-09-07T17:30:00+01:00
0.749000, 16.21, 2024-09-07T17:30:00+01:00, 2024-09-07T18:00:00+01:00
0.755000, 16.34, 2024-09-07T18:00:00+01:00, 2024-09-07T18:30:00+01:00
0.746000, 16.15, 2024-09-07T18:30:00+01:00, 2024-09-07T19:00:00+01:00
0.754000, 16.32, 2024-09-07T19:00:00+01:00, 2024-09-07T19:30:00+01:00
0.769000, 16.65, 2024-09-07T19:30:00+01:00, 2024-09-07T20:00:00+01:00
0.730000, 15.80, 2024-09-07T20:00:00+01:00, 2024-09-07T20:30:00+01:00
0.767000, 16.60, 2024-09-07T20:30:00+01:00, 2024-09-07T21:00:00+01:00
0.757000, 16.39, 2024-09-07T21:00:00+01:00, 2024-09-07T21:30:00+01:00
0.842000, 18.23, 2024-09-07T21:30:00+01:00, 2024-09-07T22:00:00+01:00
0.779000, 16.86, 2024-09-07T22:00:00+01:00, 2024-09-07T22:30:00+01:00
0.718000, 15.54, 2024-09-07T22:30:00+01:00, 2024-09-07T23:00:00+01:00
0.743000, 16.08, 2024-09-07T23:00:00+01:00, 2024-09-07T23:30:00+01:00
0.708000, 15.33, 2024-09-07T23:30:00+01:00, 2024-09-08T00:00:00+01:00
0.737000, 15.95, 2024-09-08T00:00:00+01:00, 2024-09-08T00:30:00+01:00
0.714000, 15.46, 2024-09-08T00:30:00+01:00, 2024-09-08T01:00:00+01:00
0.737000, 15.95, 2024-09-08T01:00:00+01:00, 2024-09-08T01:30:00+01:00
0.717000, 15.52, 2024-09-08T01:30:00+01:00, 2024-09-08T02:00:00+01:00
0.719000, 15.56, 2024-09-08T02:00:00+01:00, 2024-09-08T02:30:00+01:00
0.702000, 15.20, 2024-09-08T02:30:00+01:00, 2024-09-08T03:00:00+01:00
0.722000, 15.63, 2024-09-08T03:00:00+01:00, 2024-09-08T03:30:00+01:00
0.706000, 15.28, 2024-09-08T03:30:00+01:00, 2024-09-08T04:00:00+01:00
0.723000, 15.65, 2024-09-08T04:00:00+01:00, 2024-09-08T04:30:00+01:00
0.710000, 15.37, 2024-09-08T04:30:00+01:00, 2024-09-08T05:00:00+01:00
0.725000, 15.69, 2024-09-08T05:00:00+01:00, 2024-09-08T05:30:00+01:00
